,transaction_id,transaction_name,transaction_amt,location,is_fraud
117,txn_118,suchit baravkar,4072,chm,0
118,txn_119,Aarya palkar,3415,tn,0
119,txn_120,lakshya kanjwani,3537,ghk,0
120,txn_121,gayatri ghuge,4676,chm,0
121,txn_122,Aarya palkar,2909,chm,0
122,txn_123,Arya Bailur,412,ghk,0
123,txn_124,mihika,443,tn,0
124,txn_125,suchit baravkar,4521,tn,0
125,txn_126,tanay malvankar,1469,tn,0
126,txn_127,Aarya makhija,2739,chm,0
127,txn_128,russell saho,3377,chm,0
128,txn_129,lakshya kanjwani,1238,tn,0
129,txn_130,mihika,758,tn,0
130,txn_131,irisha deshpande,3714,tn,0
131,txn_132,devv chand,3029,chm,0
132,txn_133,devv chand,3609,tn,0
133,txn_134,mihika,2385,ghk,0
134,txn_135,mihika,4618,ghk,0
135,txn_136,gayatri ghuge,2859,ghk,0
136,txn_137,swapnil ambd,833,chm,0
137,txn_138,suchit baravkar,108,tn,0
138,txn_139,Aarya makhija,3565,tn,0
139,txn_140,russell saho,4944,chm,0
140,txn_141,mihika,4491,ghk,0
141,txn_142,irisha deshpande,715,chm,0
142,txn_143,devv chand,4264,tn,0
143,txn_144,swapnil ambd,4852,ghk,0
144,txn_145,suchit baravkar,1994,ghk,0
145,txn_146,lakshya kanjwani,4725,chm,0
146,txn_147,irisha deshpande,2943,tn,0
147,txn_148,Anika agrawal,4006,chm,0
148,txn_149,shreyas mukadam,3733,chm,0
149,txn_150,neira,14,chm,0
150,txn_151,krish kanal,1868,ghk,0
151,txn_152,neira,2792,chm,0
152,txn_153,devv chand,1397,ghk,0
153,txn_154,lakshya kanjwani,929,chm,0
154,txn_155,Aarya palkar,3996,chm,0
155,txn_156,swapnil ambd,4280,ghk,0
156,txn_157,swapnil ambd,341,tn,0
157,txn_158,Arya Bailur,2818,ghk,0
158,txn_159,gayatri ghuge,1925,chm,0
159,txn_160,lakshya kanjwani,2808,tn,0
160,txn_161,russell saho,2345,chm,0
161,txn_162,devv chand,3756,chm,0
162,txn_163,shreyas mukadam,763,tn,0
163,txn_164,tanay malvankar,1788,chm,0
164,txn_165,krish kanal,4746,tn,0
165,txn_166,gayatri ghuge,4047,chm,0
166,txn_167,mihika,4155,ghk,0
167,txn_168,gayatri ghuge,2290,ghk,0
168,txn_169,russell saho,3370,chm,0
169,txn_170,russell saho,1242,tn,0
170,txn_171,mihika,4668,ghk,0
171,txn_172,suchit baravkar,4727,chm,0
172,txn_173,Aarya makhija,4535,tn,0
173,txn_174,suchit baravkar,3800,tn,0
174,txn_175,suchit baravkar,1188,tn,0
175,txn_176,neira,4464,ghk,0
176,txn_177,shreyas mukadam,2315,chm,0
177,txn_178,mihika,2096,chm,0
178,txn_179,irisha deshpande,4650,tn,0
179,txn_180,tanay malvankar,1741,tn,0
180,txn_181,tanay malvankar,2124,chm,0
181,txn_182,Aarya makhija,2036,ghk,0
182,txn_183,lakshya kanjwani,2125,chm,0
183,txn_184,Aarya makhija,4307,chm,0
184,txn_185,shreyas mukadam,529,tn,0
185,txn_186,Anika agrawal,1144,ghk,0
186,txn_187,irisha deshpande,3811,tn,0
187,txn_188,Aarya palkar,2997,tn,0
188,txn_189,Aarya palkar,1402,ghk,0
189,txn_190,irisha deshpande,1307,chm,0
190,txn_191,tanay malvankar,1631,chm,0
191,txn_192,russell saho,3773,ghk,0
192,txn_193,lakshya kanjwani,2995,ghk,0
193,txn_194,Aarya palkar,4697,ghk,0
194,txn_195,devv chand,367,tn,0
195,txn_196,lakshya kanjwani,3211,ghk,0
196,txn_197,devv chand,1414,tn,0
197,txn_198,lakshya kanjwani,1884,tn,0
198,txn_199,neira,976,tn,0
199,txn_200,tanay malvankar,4014,chm,0
200,txn_201,Arya Bailur,665,chm,0
201,txn_202,Arya Bailur,2855,ghk,0
202,txn_203,suchit baravkar,3764,tn,0
203,txn_204,mihika,2595,ghk,0
204,txn_205,krish kanal,3916,ghk,0
205,txn_206,irisha deshpande,4265,ghk,0
206,txn_207,neira,4668,tn,0
207,txn_208,Arya Bailur,4186,chm,0
208,txn_209,suchit baravkar,2647,ghk,0
209,txn_210,lakshya kanjwani,1198,tn,0
210,txn_211,Anika agrawal,1853,chm,0
211,txn_212,devv chand,593,chm,0
212,txn_213,irisha deshpande,3414,tn,0
213,txn_214,russell saho,4917,tn,0
214,txn_215,shreyas mukadam,2299,chm,0
215,txn_216,shreyas mukadam,3980,ghk,0
216,txn_217,suchit baravkar,545,tn,0
217,txn_218,neira,2039,ghk,0
218,txn_219,krish kanal,2934,chm,0
219,txn_220,tanay malvankar,759,chm,0
220,txn_221,suchit baravkar,3930,chm,0
221,txn_222,irisha deshpande,4740,tn,0
222,txn_223,Anika agrawal,4500,chm,0
223,txn_224,shreyas mukadam,3622,tn,0
224,txn_225,Aarya makhija,83,ghk,0
225,txn_226,swapnil ambd,3638,ghk,0
226,txn_227,russell saho,2411,ghk,0
227,txn_228,suchit baravkar,3899,chm,0
228,txn_229,krish kanal,979,tn,0
229,txn_230,russell saho,3919,ghk,0
230,txn_231,mihika,485,tn,0
231,txn_232,irisha deshpande,2381,ghk,0
232,txn_233,russell saho,4494,tn,0
233,txn_234,irisha deshpande,247,chm,0
234,txn_235,Aarya makhija,1835,chm,0
235,txn_236,Aarya palkar,749,ghk,0
236,txn_237,shreyas mukadam,2464,ghk,0
237,txn_238,lakshya kanjwani,992,ghk,0
238,txn_239,lakshya kanjwani,2896,tn,0
239,txn_240,neira,3668,tn,0
240,txn_241,swapnil ambd,2278,ghk,0
241,txn_242,Anika agrawal,3010,ghk,0
242,txn_243,swapnil ambd,3280,chm,0
243,txn_244,neira,3327,tn,0
244,txn_245,devv chand,1681,ghk,0
245,txn_246,russell saho,2630,tn,0
246,txn_247,devv chand,2375,chm,0
247,txn_248,mihika,2329,ghk,0
248,txn_249,russell saho,4526,tn,0
249,txn_250,swapnil ambd,4081,ghk,0
250,txn_251,mihika,533,chm,0
251,txn_252,Aarya makhija,4950,ghk,0
252,txn_253,swapnil ambd,1636,chm,0
253,txn_254,irisha deshpande,215,tn,0
254,txn_255,devv chand,310,tn,0
255,txn_256,mihika,4784,chm,0
256,txn_257,swapnil ambd,2531,chm,0
257,txn_258,swapnil ambd,3894,ghk,0
258,txn_259,irisha deshpande,646,chm,0
259,txn_260,shreyas mukadam,1274,chm,0
260,txn_261,lakshya kanjwani,3530,tn,0
261,txn_262,devv chand,717,chm,0
262,txn_263,tanay malvankar,2534,ghk,0
263,txn_264,swapnil ambd,3764,tn,0
264,txn_265,mihika,74,chm,0
265,txn_266,russell saho,2552,chm,0
266,txn_267,irisha deshpande,1376,tn,0
267,txn_268,Aarya palkar,3692,ghk,0
268,txn_269,devv chand,4054,tn,0
269,txn_270,Aarya palkar,2990,tn,0
270,txn_271,shreyas mukadam,3221,chm,0
271,txn_272,swapnil ambd,2124,tn,0
272,txn_273,neira,4688,chm,0
273,txn_274,russell saho,1503,chm,0
274,txn_275,irisha deshpande,3842,tn,0
275,txn_276,Arya Bailur,1409,ghk,0
276,txn_277,tanay malvankar,1201,ghk,0
277,txn_278,irisha deshpande,3937,ghk,0
278,txn_279,devv chand,1810,ghk,0
279,txn_280,Anika agrawal,251,ghk,0
280,txn_281,shreyas mukadam,3639,tn,0
281,txn_282,neira,4971,chm,0
282,txn_283,swapnil ambd,4031,ghk,0
283,txn_284,krish kanal,2718,chm,0
284,txn_285,Aarya palkar,3614,ghk,0
285,txn_286,swapnil ambd,3633,chm,0
286,txn_287,tanay malvankar,748,chm,0
287,txn_288,swapnil ambd,2532,tn,0
288,txn_289,russell saho,1714,ghk,0
289,txn_290,russell saho,896,chm,0
290,txn_291,suchit baravkar,3679,chm,0
291,txn_292,irisha deshpande,3043,tn,0
292,txn_293,Aarya makhija,1738,tn,0
293,txn_294,tanay malvankar,1248,chm,0
294,txn_295,Anika agrawal,622,tn,0
295,txn_296,lakshya kanjwani,3996,tn,0
296,txn_297,swapnil ambd,3522,tn,0
297,txn_298,Aarya palkar,1560,ghk,0
298,txn_299,shreyas mukadam,139,ghk,0
299,txn_300,irisha deshpande,3667,ghk,0
300,txn_301,russell saho,366,ghk,0
301,txn_302,Arya Bailur,1902,ghk,0
302,txn_303,Arya Bailur,2954,tn,0
303,txn_304,neira,1321,chm,0
304,txn_305,lakshya kanjwani,924,chm,0
305,txn_306,Anika agrawal,3189,chm,0
306,txn_307,lakshya kanjwani,729,chm,0
307,txn_308,swapnil ambd,1658,tn,0
308,txn_309,Anika agrawal,2287,tn,0
309,txn_310,gayatri ghuge,4665,chm,0
310,txn_311,gayatri ghuge,4494,tn,0
311,txn_312,Anika agrawal,2010,tn,0
312,txn_313,russell saho,380,chm,0
313,txn_314,Anika agrawal,4793,chm,0
314,txn_315,swapnil ambd,2688,ghk,0
315,txn_316,krish kanal,4761,chm,0
316,txn_317,devv chand,880,ghk,0
317,txn_318,mihika,3332,chm,0
318,txn_319,Anika agrawal,4490,ghk,0
319,txn_320,Arya Bailur,3262,chm,0
320,txn_321,Aarya palkar,1084,tn,0
321,txn_322,irisha deshpande,30,tn,0
322,txn_323,russell saho,2680,chm,0
323,txn_324,krish kanal,3455,tn,0
324,txn_325,shreyas mukadam,4270,chm,0
325,txn_326,krish kanal,1567,tn,0
326,txn_327,mihika,2082,tn,0
327,txn_328,Aarya makhija,4515,tn,0
328,txn_329,shreyas mukadam,4422,tn,0
329,txn_330,Aarya makhija,3554,ghk,0
330,txn_331,Arya Bailur,152,chm,0
331,txn_332,krish kanal,3988,tn,0
332,txn_333,suchit baravkar,3906,ghk,0
333,txn_334,tanay malvankar,2560,chm,0
334,txn_335,devv chand,620,tn,0
335,txn_336,Anika agrawal,667,tn,0
336,txn_337,Arya Bailur,1860,tn,0
337,txn_338,shreyas mukadam,1955,tn,0
338,txn_339,russell saho,1845,chm,0
339,txn_340,Arya Bailur,3153,chm,0
340,txn_341,irisha deshpande,3723,chm,0
341,txn_342,tanay malvankar,1514,chm,0
342,txn_343,Arya Bailur,816,ghk,0
343,txn_344,Anika agrawal,3215,chm,0
344,txn_345,russell saho,4809,chm,0
345,txn_346,swapnil ambd,2866,chm,0
346,txn_347,neira,846,chm,0
347,txn_348,irisha deshpande,4545,tn,0
348,txn_349,neira,4275,ghk,0
349,txn_350,Aarya palkar,1273,ghk,0
350,txn_351,gayatri ghuge,834,tn,0
351,txn_352,neira,1324,ghk,0
352,txn_353,tanay malvankar,4628,ghk,0
353,txn_354,swapnil ambd,1016,ghk,0
354,txn_355,tanay malvankar,3728,tn,0
355,txn_356,lakshya kanjwani,3468,ghk,0
356,txn_357,krish kanal,1014,tn,0
357,txn_358,Aarya palkar,2435,chm,0
358,txn_359,Arya Bailur,1991,chm,0
359,txn_360,Arya Bailur,3750,ghk,0
360,txn_361,Arya Bailur,4404,tn,0
361,txn_362,irisha deshpande,4662,chm,0
362,txn_363,mihika,1060,ghk,0
363,txn_364,tanay malvankar,2251,tn,0
364,txn_365,krish kanal,576,ghk,0
365,txn_366,Anika agrawal,3202,ghk,0
366,txn_367,Arya Bailur,508,ghk,0
367,txn_368,gayatri ghuge,1033,ghk,0
368,txn_369,Aarya palkar,1603,ghk,0
369,txn_370,Aarya palkar,3897,ghk,0
370,txn_371,suchit baravkar,2789,chm,0
371,txn_372,tanay malvankar,1548,tn,0
372,txn_373,tanay malvankar,4706,ghk,0
373,txn_374,Aarya makhija,35740,tn,1
374,txn_375,krish kanal,22980,chm,1
375,txn_376,devv chand,2733,chm,0
376,txn_377,gayatri ghuge,4284,ghk,0
377,txn_378,neira,2266,tn,0
378,txn_379,gayatri ghuge,347,chm,0
379,txn_380,mihika,3326,chm,0
380,txn_381,neira,729,chm,0
381,txn_382,mihika,2694,tn,0
382,txn_383,Arya Bailur,4718,ghk,0
383,txn_384,tanay malvankar,4954,ghk,0
384,txn_385,Aarya palkar,4438,tn,0
385,txn_386,irisha deshpande,2860,tn,0
386,txn_387,suchit baravkar,4094,tn,0
387,txn_388,suchit baravkar,3506,tn,0
388,txn_389,shreyas mukadam,592,tn,0
389,txn_390,tanay malvankar,892,chm,0
390,txn_391,swapnil ambd,2496,ghk,0
391,txn_392,mihika,20140,tn,1
392,txn_393,devv chand,3921,ghk,0
393,txn_394,suchit baravkar,2678,ghk,0
394,txn_395,mihika,494,chm,0
395,txn_396,Anika agrawal,3760,ghk,0
396,txn_397,russell saho,1771,chm,0
397,txn_398,neira,4044,chm,0
398,txn_399,russell saho,967,tn,0
399,txn_400,russell saho,1786,ghk,0
400,txn_401,Aarya makhija,2140,tn,0
401,txn_402,krish kanal,2074,ghk,0
402,txn_403,gayatri ghuge,2719,tn,0
403,txn_404,Anika agrawal,444,chm,0
404,txn_405,Aarya makhija,1247,tn,0
405,txn_406,Aarya makhija,1506,chm,0
406,txn_407,shreyas mukadam,3695,ghk,0
407,txn_408,shreyas mukadam,1008,tn,0
408,txn_409,devv chand,841,tn,0
409,txn_410,gayatri ghuge,1576,ghk,0
410,txn_411,irisha deshpande,98,tn,0
411,txn_412,tanay malvankar,2371,ghk,0
412,txn_413,irisha deshpande,3766,chm,0
413,txn_414,devv chand,3371,ghk,0
414,txn_415,krish kanal,1883,ghk,0
415,txn_416,gayatri ghuge,2599,ghk,0
416,txn_417,krish kanal,2598,ghk,0
417,txn_418,Anika agrawal,2897,chm,0
418,txn_419,Aarya makhija,3665,tn,0
419,txn_420,neira,1016,chm,0
420,txn_421,lakshya kanjwani,2065,tn,0
421,txn_422,tanay malvankar,1284,chm,0
422,txn_423,Arya Bailur,1548,tn,0
423,txn_424,gayatri ghuge,165,ghk,0
424,txn_425,neira,4348,ghk,0
425,txn_426,lakshya kanjwani,1082,chm,0
426,txn_427,Aarya makhija,1696,chm,0
427,txn_428,neira,2544,tn,0
428,txn_429,Anika agrawal,3942,tn,0
429,txn_430,Arya Bailur,4081,chm,0
430,txn_431,krish kanal,4582,chm,0
431,txn_432,swapnil ambd,675,chm,0
432,txn_433,mihika,3244,ghk,0
433,txn_434,Arya Bailur,1498,ghk,0
434,txn_435,neira,2148,chm,0
435,txn_436,lakshya kanjwani,1072,chm,0
436,txn_437,mihika,4990,tn,0
437,txn_438,neira,3581,ghk,0
438,txn_439,russell saho,1563,ghk,0
439,txn_440,Arya Bailur,2577,tn,0
440,txn_441,lakshya kanjwani,2602,tn,0
441,txn_442,Arya Bailur,156,chm,0
442,txn_443,krish kanal,3235,tn,0
443,txn_444,tanay malvankar,4304,tn,0
444,txn_445,mihika,4399,chm,0
445,txn_446,shreyas mukadam,391,chm,0
446,txn_447,gayatri ghuge,271,ghk,0
447,txn_448,Anika agrawal,4326,tn,0
448,txn_449,shreyas mukadam,4315,tn,0
449,txn_450,Aarya makhija,877,ghk,0
450,txn_451,Anika agrawal,226,ghk,0
451,txn_452,Aarya makhija,1688,ghk,0
452,txn_453,swapnil ambd,2443,chm,0
453,txn_454,Anika agrawal,2979,ghk,0
454,txn_455,swapnil ambd,1707,tn,0
455,txn_456,neira,2361,chm,0
456,txn_457,Arya Bailur,2774,chm,0
457,txn_458,Arya Bailur,2507,ghk,0
458,txn_459,russell saho,3073,tn,0
459,txn_460,russell saho,307,tn,0
460,txn_461,russell saho,1017,chm,0
461,txn_462,mihika,1663,chm,0
462,txn_463,mihika,774,chm,0
463,txn_464,Aarya makhija,2524,chm,0
464,txn_465,swapnil ambd,2311,ghk,0
465,txn_466,Aarya palkar,1167,ghk,0
466,txn_467,neira,502,tn,0
467,txn_468,neira,112,chm,0
468,txn_469,Arya Bailur,682,ghk,0
469,txn_470,gayatri ghuge,4216,chm,0
470,txn_471,krish kanal,2255,chm,0
471,txn_472,suchit baravkar,2710,ghk,0
472,txn_473,devv chand,3882,ghk,0
473,txn_474,gayatri ghuge,422,chm,0
474,txn_475,neira,2688,tn,0
475,txn_476,neira,2215,chm,0
476,txn_477,Aarya makhija,786,tn,0
477,txn_478,Arya Bailur,780,ghk,0
478,txn_479,Anika agrawal,3614,chm,0
479,txn_480,Aarya makhija,1112,tn,0
480,txn_481,russell saho,792,tn,0
481,txn_482,Arya Bailur,2290,ghk,0
482,txn_483,Anika agrawal,727,ghk,0
483,txn_484,gayatri ghuge,2454,tn,0
484,txn_485,irisha deshpande,1686,chm,0
485,txn_486,devv chand,4908,ghk,0
486,txn_487,gayatri ghuge,2177,ghk,0
487,txn_488,neira,122,chm,0
488,txn_489,tanay malvankar,2712,tn,0
489,txn_490,swapnil ambd,573,ghk,0
490,txn_491,swapnil ambd,2152,tn,0
491,txn_492,russell saho,595,chm,0
492,txn_493,Aarya palkar,1164,tn,0
493,txn_494,gayatri ghuge,2417,ghk,0
494,txn_495,Arya Bailur,127,chm,0
495,txn_496,suchit baravkar,3477,chm,0
496,txn_497,mihika,4196,ghk,0
497,txn_498,krish kanal,3788,chm,0
498,txn_499,Anika agrawal,4002,tn,0
499,txn_500,russell saho,2580,tn,0
500,txn_501,krish kanal,361,ghk,0
501,txn_502,Arya Bailur,1104,ghk,0
502,txn_503,lakshya kanjwani,4966,chm,0
503,txn_504,suchit baravkar,4395,chm,0
504,txn_505,krish kanal,4217,chm,0
505,txn_506,Anika agrawal,3595,tn,0
506,txn_507,Aarya palkar,990,tn,0
507,txn_508,devv chand,4506,chm,0
508,txn_509,tanay malvankar,4336,ghk,0
509,txn_510,lakshya kanjwani,1318,chm,0
510,txn_511,mihika,4276,tn,0
511,txn_512,krish kanal,700,ghk,0
512,txn_513,suchit baravkar,2901,tn,0
513,txn_514,neira,1341,ghk,0
514,txn_515,russell saho,3057,chm,0
515,txn_516,Aarya makhija,2222,tn,0
516,txn_517,mihika,2988,ghk,0
517,txn_518,russell saho,2657,ghk,0
518,txn_519,devv chand,3148,tn,0
519,txn_520,lakshya kanjwani,30,chm,0
520,txn_521,swapnil ambd,1645,ghk,0
521,txn_522,irisha deshpande,4051,chm,0
522,txn_523,suchit baravkar,4841,chm,0
523,txn_524,swapnil ambd,2346,tn,0
524,txn_525,Aarya palkar,3755,ghk,0
525,txn_526,Aarya palkar,2433,tn,0
526,txn_527,neira,636,chm,0
527,txn_528,Anika agrawal,2508,ghk,0
528,txn_529,lakshya kanjwani,1111,ghk,0
529,txn_530,suchit baravkar,2486,chm,0
530,txn_531,suchit baravkar,4843,ghk,0
531,txn_532,devv chand,4372,ghk,0
532,txn_533,shreyas mukadam,1259,tn,0
533,txn_534,shreyas mukadam,329,ghk,0
534,txn_535,gayatri ghuge,2416,tn,0
535,txn_536,devv chand,2833,ghk,0
536,txn_537,gayatri ghuge,4272,tn,0
537,txn_538,Aarya makhija,644,chm,0
538,txn_539,devv chand,2538,ghk,0
539,txn_540,Arya Bailur,1109,chm,0
540,txn_541,tanay malvankar,4219,tn,0
541,txn_542,Aarya makhija,2564,ghk,0
542,txn_543,shreyas mukadam,625,chm,0
543,txn_544,devv chand,4228,tn,0
544,txn_545,russell saho,3236,tn,0
545,txn_546,gayatri ghuge,803,ghk,0
546,txn_547,gayatri ghuge,595,ghk,0
547,txn_548,Aarya makhija,3755,ghk,0
548,txn_549,devv chand,3578,ghk,0
549,txn_550,neira,332,chm,0
550,txn_551,russell saho,1089,ghk,0
551,txn_552,Anika agrawal,4811,tn,0
552,txn_553,krish kanal,4164,chm,0
553,txn_554,Aarya palkar,7,chm,0
554,txn_555,devv chand,1316,ghk,0
555,txn_556,Anika agrawal,2963,chm,0
556,txn_557,shreyas mukadam,2022,tn,0
557,txn_558,lakshya kanjwani,1855,tn,0
558,txn_559,Anika agrawal,4910,tn,0
559,txn_560,irisha deshpande,1013,tn,0
560,txn_561,krish kanal,3818,tn,0
561,txn_562,russell saho,464,chm,0
562,txn_563,tanay malvankar,20,chm,0
563,txn_564,lakshya kanjwani,1268,ghk,0
564,txn_565,suchit baravkar,1002,tn,0
565,txn_566,tanay malvankar,167,chm,0
566,txn_567,Anika agrawal,9760,chm,1
567,txn_568,Anika agrawal,4328,ghk,0
568,txn_569,russell saho,1506,tn,0
569,txn_570,krish kanal,3932,chm,0
570,txn_571,gayatri ghuge,3985,ghk,0
571,txn_572,swapnil ambd,4776,chm,0
572,txn_573,Anika agrawal,1971,ghk,0
573,txn_574,Aarya palkar,4586,chm,0
574,txn_575,russell saho,759,ghk,0
575,txn_576,devv chand,4708,chm,0
576,txn_577,neira,4316,chm,0
577,txn_578,krish kanal,3239,chm,0
578,txn_579,Anika agrawal,4705,chm,0
579,txn_580,mihika,3625,chm,0
580,txn_581,lakshya kanjwani,3302,tn,0
581,txn_582,russell saho,533,ghk,0
582,txn_583,krish kanal,2955,tn,0
583,txn_584,suchit baravkar,4604,ghk,0
584,txn_585,tanay malvankar,3676,tn,0
585,txn_586,Arya Bailur,1154,ghk,0
586,txn_587,devv chand,2773,chm,0
587,txn_588,Aarya palkar,442,tn,0
588,txn_589,Aarya palkar,368,chm,0
589,txn_590,neira,1040,chm,0
590,txn_591,shreyas mukadam,3446,tn,0
591,txn_592,shreyas mukadam,2479,chm,0
592,txn_593,lakshya kanjwani,553,tn,0
593,txn_594,suchit baravkar,3526,ghk,0
594,txn_595,lakshya kanjwani,3086,ghk,0
595,txn_596,suchit baravkar,4612,tn,0
596,txn_597,russell saho,1671,tn,0
597,txn_598,tanay malvankar,20,chm,0
598,txn_599,shreyas mukadam,4878,ghk,0
599,txn_600,suchit baravkar,201,ghk,0
600,txn_601,gayatri ghuge,4177,tn,0
601,txn_602,gayatri ghuge,4221,ghk,0
602,txn_603,tanay malvankar,3100,chm,0
603,txn_604,shreyas mukadam,3218,chm,0
604,txn_605,lakshya kanjwani,480,tn,0
605,txn_606,Aarya makhija,4755,tn,0
606,txn_607,gayatri ghuge,2238,ghk,0
607,txn_608,Arya Bailur,156,tn,0
608,txn_609,swapnil ambd,4888,chm,0
609,txn_610,neira,60,tn,0
610,txn_611,Arya Bailur,863,tn,0
611,txn_612,Arya Bailur,124,chm,0
612,txn_613,krish kanal,4691,chm,0
613,txn_614,irisha deshpande,2693,tn,0
614,txn_615,lakshya kanjwani,241,chm,0
615,txn_616,Arya Bailur,920,tn,0
616,txn_617,Aarya makhija,3122,ghk,0
617,txn_618,gayatri ghuge,4766,chm,0
618,txn_619,Arya Bailur,2638,ghk,0
619,txn_620,Anika agrawal,4545,ghk,0
620,txn_621,Aarya makhija,1396,chm,0
621,txn_622,neira,4722,ghk,0
622,txn_623,shreyas mukadam,1402,tn,0
623,txn_624,swapnil ambd,4264,chm,0
624,txn_625,Aarya palkar,428,chm,0
625,txn_626,Aarya palkar,2181,chm,0
